Stichtag;Bezirk;Zaehlsprengel;Kennzeichen;Anzahl
2012-01-01 00:00:00.000;1;0;H;708
2012-01-01 00:00:00.000;1;0;N;81
2012-01-01 00:00:00.000;1;1;H;455
2012-01-01 00:00:00.000;1;1;N;81
2012-01-01 00:00:00.000;1;2;H;272
2012-01-01 00:00:00.000;1;2;N;31
2012-01-01 00:00:00.000;1;3;H;390
2012-01-01 00:00:00.000;1;3;N;55
2012-01-01 00:00:00.000;1;4;H;508
2012-01-01 00:00:00.000;1;4;N;59
2012-01-01 00:00:00.000;1;5;H;982
2012-01-01 00:00:00.000;1;5;N;174
2012-01-01 00:00:00.000;1;6;H;298
2012-01-01 00:00:00.000;1;6;N;61
2012-01-01 00:00:00.000;2;10;H;1031
2012-01-01 00:00:00.000;2;10;N;158
2012-01-01 00:00:00.000;2;11;H;636
2012-01-01 00:00:00.000;2;11;N;94
2012-01-01 00:00:00.000;2;12;H;272
2012-01-01 00:00:00.000;2;12;N;32
2012-01-01 00:00:00.000;2;13;H;735
2012-01-01 00:00:00.000;2;13;N;95
2012-01-01 00:00:00.000;2;14;H;1063
2012-01-01 00:00:00.000;2;14;N;164
2012-01-01 00:00:00.000;2;15;H;922
2012-01-01 00:00:00.000;2;15;N;260
2012-01-01 00:00:00.000;2;16;H;538
2012-01-01 00:00:00.000;2;16;N;150
2012-01-01 00:00:00.000;2;20;H;1032
2012-01-01 00:00:00.000;2;20;N;199
2012-01-01 00:00:00.000;2;21;H;569
2012-01-01 00:00:00.000;2;21;N;84
2012-01-01 00:00:00.000;2;22;H;461
2012-01-01 00:00:00.000;2;22;N;53
2012-01-01 00:00:00.000;2;23;H;499
2012-01-01 00:00:00.000;2;23;N;89
2012-01-01 00:00:00.000;2;24;H;887
2012-01-01 00:00:00.000;2;24;N;137
2012-01-01 00:00:00.000;2;25;H;362
2012-01-01 00:00:00.000;2;25;N;48
2012-01-01 00:00:00.000;2;26;H;1352
2012-01-01 00:00:00.000;2;26;N;147
2012-01-01 00:00:00.000;2;27;H;1094
2012-01-01 00:00:00.000;2;27;N;175
2012-01-01 00:00:00.000;2;30;H;1144
2012-01-01 00:00:00.000;2;30;N;152
2012-01-01 00:00:00.000;2;31;H;561
2012-01-01 00:00:00.000;2;31;N;88
2012-01-01 00:00:00.000;2;40;H;401
2012-01-01 00:00:00.000;2;40;N;57
2012-01-01 00:00:00.000;2;41;H;761
2012-01-01 00:00:00.000;2;41;N;174
2012-01-01 00:00:00.000;2;42;H;766
2012-01-01 00:00:00.000;2;42;N;105
2012-01-01 00:00:00.000;2;43;H;249
2012-01-01 00:00:00.000;2;43;N;26
2012-01-01 00:00:00.000;3;50;H;582
2012-01-01 00:00:00.000;3;50;N;81
2012-01-01 00:00:00.000;3;51;H;921
2012-01-01 00:00:00.000;3;51;N;114
2012-01-01 00:00:00.000;3;52;H;718
2012-01-01 00:00:00.000;3;52;N;157
2012-01-01 00:00:00.000;3;53;H;1188
2012-01-01 00:00:00.000;3;53;N;352
2012-01-01 00:00:00.000;3;54;H;996
2012-01-01 00:00:00.000;3;54;N;150
2012-01-01 00:00:00.000;3;55;H;1135
2012-01-01 00:00:00.000;3;55;N;186
2012-01-01 00:00:00.000;3;56;H;799
2012-01-01 00:00:00.000;3;56;N;98
2012-01-01 00:00:00.000;3;60;H;923
2012-01-01 00:00:00.000;3;60;N;434
2012-01-01 00:00:00.000;3;61;H;777
2012-01-01 00:00:00.000;3;61;N;155
2012-01-01 00:00:00.000;3;70;H;270
2012-01-01 00:00:00.000;3;70;N;40
2012-01-01 00:00:00.000;3;71;H;829
2012-01-01 00:00:00.000;3;71;N;456
2012-01-01 00:00:00.000;3;72;H;1128
2012-01-01 00:00:00.000;3;72;N;239
2012-01-01 00:00:00.000;3;73;H;648
2012-01-01 00:00:00.000;3;73;N;68
2012-01-01 00:00:00.000;3;74;H;675
2012-01-01 00:00:00.000;3;74;N;138
2012-01-01 00:00:00.000;3;75;H;519
2012-01-01 00:00:00.000;3;75;N;102
2012-01-01 00:00:00.000;3;80;H;949
2012-01-01 00:00:00.000;3;80;N;80
2012-01-01 00:00:00.000;3;90;H;1027
2012-01-01 00:00:00.000;3;90;N;172
2012-01-01 00:00:00.000;3;91;H;909
2012-01-01 00:00:00.000;3;91;N;189
2012-01-01 00:00:00.000;3;92;H;1074
2012-01-01 00:00:00.000;3;92;N;159
2012-01-01 00:00:00.000;3;93;H;611
2012-01-01 00:00:00.000;3;93;N;125
2012-01-01 00:00:00.000;3;94;H;600
2012-01-01 00:00:00.000;3;94;N;99
2012-01-01 00:00:00.000;3;100;H;563
2012-01-01 00:00:00.000;3;100;N;68
2012-01-01 00:00:00.000;3;101;H;1520
2012-01-01 00:00:00.000;3;101;N;124
2012-01-01 00:00:00.000;3;102;H;597
2012-01-01 00:00:00.000;3;102;N;79
2012-01-01 00:00:00.000;3;103;H;711
2012-01-01 00:00:00.000;3;103;N;127
2012-01-01 00:00:00.000;3;110;H;1131
2012-01-01 00:00:00.000;3;110;N;158
2012-01-01 00:00:00.000;3;111;H;1315
2012-01-01 00:00:00.000;3;111;N;164
2012-01-01 00:00:00.000;3;112;H;561
2012-01-01 00:00:00.000;3;112;N;57
2012-01-01 00:00:00.000;3;91;H;12
2012-01-01 00:00:00.000;3;91;N;2
2012-01-01 00:00:00.000;4;120;H;823
2012-01-01 00:00:00.000;4;120;N;86
2012-01-01 00:00:00.000;4;121;H;975
2012-01-01 00:00:00.000;4;121;N;224
2012-01-01 00:00:00.000;4;122;H;1280
2012-01-01 00:00:00.000;4;122;N;122
2012-01-01 00:00:00.000;4;123;H;685
2012-01-01 00:00:00.000;4;123;N;66
2012-01-01 00:00:00.000;4;124;H;1959
2012-01-01 00:00:00.000;4;124;N;270
2012-01-01 00:00:00.000;4;125;H;608
2012-01-01 00:00:00.000;4;125;N;58
2012-01-01 00:00:00.000;4;130;H;624
2012-01-01 00:00:00.000;4;130;N;85
2012-01-01 00:00:00.000;4;131;H;1235
2012-01-01 00:00:00.000;4;131;N;171
2012-01-01 00:00:00.000;4;132;H;1989
2012-01-01 00:00:00.000;4;132;N;341
2012-01-01 00:00:00.000;4;140;H;2323
2012-01-01 00:00:00.000;4;140;N;146
2012-01-01 00:00:00.000;4;141;H;1174
2012-01-01 00:00:00.000;4;141;N;241
2012-01-01 00:00:00.000;4;142;H;1267
2012-01-01 00:00:00.000;4;142;N;131
2012-01-01 00:00:00.000;4;143;H;972
2012-01-01 00:00:00.000;4;143;N;70
2012-01-01 00:00:00.000;4;144;H;1152
2012-01-01 00:00:00.000;4;144;N;93
2012-01-01 00:00:00.000;4;145;H;850
2012-01-01 00:00:00.000;4;145;N;58
2012-01-01 00:00:00.000;4;146;H;816
2012-01-01 00:00:00.000;4;146;N;72
2012-01-01 00:00:00.000;4;147;H;2898
2012-01-01 00:00:00.000;4;147;N;255
2012-01-01 00:00:00.000;4;148;H;1435
2012-01-01 00:00:00.000;4;148;N;131
2012-01-01 00:00:00.000;4;150;H;1512
2012-01-01 00:00:00.000;4;150;N;206
2012-01-01 00:00:00.000;4;151;H;508
2012-01-01 00:00:00.000;4;151;N;55
2012-01-01 00:00:00.000;4;160;H;2112
2012-01-01 00:00:00.000;4;160;N;86
2012-01-01 00:00:00.000;4;161;H;1126
2012-01-01 00:00:00.000;4;161;N;86
2012-01-01 00:00:00.000;4;162;H;567
2012-01-01 00:00:00.000;4;162;N;34
2012-01-01 00:00:00.000;5;170;H;1156
2012-01-01 00:00:00.000;5;170;N;135
2012-01-01 00:00:00.000;5;171;H;841
2012-01-01 00:00:00.000;5;171;N;62
2012-01-01 00:00:00.000;5;172;H;1345
2012-01-01 00:00:00.000;5;172;N;144
2012-01-01 00:00:00.000;5;173;H;160
2012-01-01 00:00:00.000;5;173;N;19
2012-01-01 00:00:00.000;5;174;H;896
2012-01-01 00:00:00.000;5;174;N;58
2012-01-01 00:00:00.000;5;175;H;1387
2012-01-01 00:00:00.000;5;175;N;135
2012-01-01 00:00:00.000;5;180;H;344
2012-01-01 00:00:00.000;5;180;N;48
2012-01-01 00:00:00.000;5;181;H;606
2012-01-01 00:00:00.000;5;181;N;86
2012-01-01 00:00:00.000;5;182;H;2216
2012-01-01 00:00:00.000;5;182;N;160
2012-01-01 00:00:00.000;5;183;H;1032
2012-01-01 00:00:00.000;5;183;N;173
2012-01-01 00:00:00.000;5;184;H;1839
2012-01-01 00:00:00.000;5;184;N;172
2012-01-01 00:00:00.000;5;185;H;1300
2012-01-01 00:00:00.000;5;185;N;138
2012-01-01 00:00:00.000;5;190;H;815
2012-01-01 00:00:00.000;5;190;N;75
2012-01-01 00:00:00.000;5;190;O;201
2012-01-01 00:00:00.000;5;191;H;700
2012-01-01 00:00:00.000;5;191;N;89
2012-01-01 00:00:00.000;5;192;H;180
2012-01-01 00:00:00.000;5;192;N;42
2012-01-01 00:00:00.000;5;200;H;485
2012-01-01 00:00:00.000;5;200;N;48
2012-01-01 00:00:00.000;5;201;H;408
2012-01-01 00:00:00.000;5;201;N;27
2012-01-01 00:00:00.000;5;202;H;1214
2012-01-01 00:00:00.000;5;202;N;93
2012-01-01 00:00:00.000;5;203;H;276
2012-01-01 00:00:00.000;5;203;N;16
2012-01-01 00:00:00.000;5;204;H;437
2012-01-01 00:00:00.000;5;204;N;34
2012-01-01 00:00:00.000;5;210;H;912
2012-01-01 00:00:00.000;5;210;N;88
2012-01-01 00:00:00.000;5;211;H;993
2012-01-01 00:00:00.000;5;211;N;16
2012-01-01 00:00:00.000;5;212;H;957
2012-01-01 00:00:00.000;5;212;N;59
2012-01-01 00:00:00.000;5;213;H;1115
2012-01-01 00:00:00.000;5;213;N;114
2012-01-01 00:00:00.000;5;214;H;1127
2012-01-01 00:00:00.000;5;214;N;57
2012-01-01 00:00:00.000;5;220;H;530
2012-01-01 00:00:00.000;5;220;N;158
2012-01-01 00:00:00.000;5;221;H;513
2012-01-01 00:00:00.000;5;221;N;97
2012-01-01 00:00:00.000;5;222;H;57
2012-01-01 00:00:00.000;5;222;N;9
2012-01-01 00:00:00.000;5;230;H;1172
2012-01-01 00:00:00.000;5;230;N;94
2012-01-01 00:00:00.000;5;231;H;1050
2012-01-01 00:00:00.000;5;231;N;112
2012-01-01 00:00:00.000;5;231;O;16
2012-01-01 00:00:00.000;5;232;H;454
2012-01-01 00:00:00.000;5;232;N;26
2012-01-01 00:00:00.000;6;240;H;1091
2012-01-01 00:00:00.000;6;240;N;148
2012-01-01 00:00:00.000;6;241;H;1102
2012-01-01 00:00:00.000;6;241;N;117
2012-01-01 00:00:00.000;6;242;H;514
2012-01-01 00:00:00.000;6;242;N;74
2012-01-01 00:00:00.000;6;243;H;991
2012-01-01 00:00:00.000;6;243;N;161
2012-01-01 00:00:00.000;6;244;H;963
2012-01-01 00:00:00.000;6;244;N;141
2012-01-01 00:00:00.000;6;245;H;1146
2012-01-01 00:00:00.000;6;245;N;145
2012-01-01 00:00:00.000;6;246;H;759
2012-01-01 00:00:00.000;6;246;N;135
2012-01-01 00:00:00.000;6;247;H;564
2012-01-01 00:00:00.000;6;247;N;105
2012-01-01 00:00:00.000;6;250;H;645
2012-01-01 00:00:00.000;6;250;N;291
2012-01-01 00:00:00.000;6;251;H;650
2012-01-01 00:00:00.000;6;251;N;81
2012-01-01 00:00:00.000;6;252;H;996
2012-01-01 00:00:00.000;6;252;N;107
2012-01-01 00:00:00.000;6;253;H;687
2012-01-01 00:00:00.000;6;253;N;61
2012-01-01 00:00:00.000;6;254;H;317
2012-01-01 00:00:00.000;6;254;N;34
2012-01-01 00:00:00.000;6;255;H;980
2012-01-01 00:00:00.000;6;255;N;68
2012-01-01 00:00:00.000;6;260;H;2489
2012-01-01 00:00:00.000;6;260;N;164
2012-01-01 00:00:00.000;6;261;H;1497
2012-01-01 00:00:00.000;6;261;N;59
2012-01-01 00:00:00.000;6;262;H;841
2012-01-01 00:00:00.000;6;262;N;48
2012-01-01 00:00:00.000;6;263;H;861
2012-01-01 00:00:00.000;6;263;N;115
2012-01-01 00:00:00.000;6;270;H;403
2012-01-01 00:00:00.000;6;270;N;24
2012-01-01 00:00:00.000;6;271;H;2601
2012-01-01 00:00:00.000;6;271;N;227
2012-01-01 00:00:00.000;6;280;H;1117
2012-01-01 00:00:00.000;6;280;N;144
2012-01-01 00:00:00.000;6;281;H;555
2012-01-01 00:00:00.000;6;281;N;29
2012-01-01 00:00:00.000;6;282;H;1392
2012-01-01 00:00:00.000;6;282;N;185
2012-01-01 00:00:00.000;6;290;H;524
2012-01-01 00:00:00.000;6;290;N;117
2012-01-01 00:00:00.000;6;291;H;781
2012-01-01 00:00:00.000;6;291;N;170
2012-01-01 00:00:00.000;6;292;H;3085
2012-01-01 00:00:00.000;6;292;N;958
2012-01-01 00:00:00.000;6;300;H;175
2012-01-01 00:00:00.000;6;300;N;42
2012-01-01 00:00:00.000;6;301;H;707
2012-01-01 00:00:00.000;6;301;N;223
2012-01-01 00:00:00.000;6;302;H;1133
2012-01-01 00:00:00.000;6;302;N;226
2012-01-01 00:00:00.000;6;303;H;430
2012-01-01 00:00:00.000;6;303;N;60
2012-01-01 00:00:00.000;6;304;H;657
2012-01-01 00:00:00.000;6;304;N;167
2012-01-01 00:00:00.000;6;305;H;370
2012-01-01 00:00:00.000;6;305;N;42
2012-01-01 00:00:00.000;7;310;H;911
2012-01-01 00:00:00.000;7;310;N;40
2012-01-01 00:00:00.000;7;311;H;1039
2012-01-01 00:00:00.000;7;311;N;98
2012-01-01 00:00:00.000;7;320;H;756
2012-01-01 00:00:00.000;7;320;N;64
2012-01-01 00:00:00.000;7;321;H;1425
2012-01-01 00:00:00.000;7;321;N;109
2012-01-01 00:00:00.000;7;322;H;1188
2012-01-01 00:00:00.000;7;322;N;86
2012-01-01 00:00:00.000;7;330;H;1577
2012-01-01 00:00:00.000;7;330;N;84
2012-01-01 00:00:00.000;7;331;H;380
2012-01-01 00:00:00.000;7;331;N;29
2012-01-01 00:00:00.000;7;332;H;1188
2012-01-01 00:00:00.000;7;332;N;74
2012-01-01 00:00:00.000;7;333;H;1178
2012-01-01 00:00:00.000;7;333;N;74
2012-01-01 00:00:00.000;7;334;H;1239
2012-01-01 00:00:00.000;7;334;N;93
2012-01-01 00:00:00.000;7;340;H;563
2012-01-01 00:00:00.000;7;340;N;51
2012-01-01 00:00:00.000;7;341;H;1405
2012-01-01 00:00:00.000;7;341;N;91
2012-01-01 00:00:00.000;7;342;H;351
2012-01-01 00:00:00.000;7;342;N;23
2012-01-01 00:00:00.000;8;350;H;3097
2012-01-01 00:00:00.000;8;350;N;290
2012-01-01 00:00:00.000;8;351;H;431
2012-01-01 00:00:00.000;8;351;N;49
2012-01-01 00:00:00.000;8;360;H;1585
2012-01-01 00:00:00.000;8;360;N;234
2012-01-01 00:00:00.000;8;361;H;2708
2012-01-01 00:00:00.000;8;361;N;180
2012-01-01 00:00:00.000;8;362;H;1844
2012-01-01 00:00:00.000;8;362;N;104
2012-01-01 00:00:00.000;8;363;H;1782
2012-01-01 00:00:00.000;8;363;N;152
2012-01-01 00:00:00.000;8;370;H;2062
2012-01-01 00:00:00.000;8;370;N;146
2012-01-01 00:00:00.000;8;371;H;965
2012-01-01 00:00:00.000;8;371;N;83
2012-01-01 00:00:00.000;9;380;H;336
2012-01-01 00:00:00.000;9;380;N;47
2012-01-01 00:00:00.000;9;381;H;1074
2012-01-01 00:00:00.000;9;381;N;101
2012-01-01 00:00:00.000;9;382;H;2322
2012-01-01 00:00:00.000;9;382;N;240
2012-01-01 00:00:00.000;9;383;H;3549
2012-01-01 00:00:00.000;9;383;N;260
2012-01-01 00:00:00.000;9;390;H;498
2012-01-01 00:00:00.000;9;390;N;64
2012-01-01 00:00:00.000;9;391;H;658
2012-01-01 00:00:00.000;9;391;N;77
2012-01-01 00:00:00.000;9;392;H;391
2012-01-01 00:00:00.000;9;392;N;44
2012-01-01 00:00:00.000;9;400;H;729
2012-01-01 00:00:00.000;9;400;N;91
2012-01-01 00:00:00.000;9;401;H;2255
2012-01-01 00:00:00.000;9;401;N;333
2012-01-01 00:00:00.000;10;410;H;1704
2012-01-01 00:00:00.000;10;410;N;540
2012-01-01 00:00:00.000;10;411;H;722
2012-01-01 00:00:00.000;10;411;N;84
2012-01-01 00:00:00.000;10;412;H;520
2012-01-01 00:00:00.000;10;412;N;40
2012-01-01 00:00:00.000;10;413;H;833
2012-01-01 00:00:00.000;10;413;N;63
2012-01-01 00:00:00.000;10;420;H;767
2012-01-01 00:00:00.000;10;420;N;86
2012-01-01 00:00:00.000;10;421;H;665
2012-01-01 00:00:00.000;10;421;N;48
2012-01-01 00:00:00.000;10;422;H;455
2012-01-01 00:00:00.000;10;422;N;43
2012-01-01 00:00:00.000;11;430;H;609
2012-01-01 00:00:00.000;11;430;N;124
2012-01-01 00:00:00.000;11;431;H;2318
2012-01-01 00:00:00.000;11;431;N;198
2012-01-01 00:00:00.000;11;432;H;696
2012-01-01 00:00:00.000;11;432;N;291
2012-01-01 00:00:00.000;11;440;H;620
2012-01-01 00:00:00.000;11;440;N;264
2012-01-01 00:00:00.000;11;441;H;2274
2012-01-01 00:00:00.000;11;441;N;211
2012-01-01 00:00:00.000;11;442;H;666
2012-01-01 00:00:00.000;11;442;N;40
2012-01-01 00:00:00.000;11;443;H;611
2012-01-01 00:00:00.000;11;443;N;62
2012-01-01 00:00:00.000;11;444;H;1423
2012-01-01 00:00:00.000;11;444;N;73
2012-01-01 00:00:00.000;12;450;H;689
2012-01-01 00:00:00.000;12;450;N;67
2012-01-01 00:00:00.000;12;451;H;2140
2012-01-01 00:00:00.000;12;451;N;142
2012-01-01 00:00:00.000;12;452;H;93
2012-01-01 00:00:00.000;12;452;N;11
2012-01-01 00:00:00.000;12;453;H;1102
2012-01-01 00:00:00.000;12;453;N;100
2012-01-01 00:00:00.000;12;454;H;1450
2012-01-01 00:00:00.000;12;454;N;85
2012-01-01 00:00:00.000;12;455;H;1523
2012-01-01 00:00:00.000;12;455;N;166
2012-01-01 00:00:00.000;12;460;H;1059
2012-01-01 00:00:00.000;12;460;N;73
2012-01-01 00:00:00.000;12;461;H;3489
2012-01-01 00:00:00.000;12;461;N;197
2012-01-01 00:00:00.000;12;470;H;391
2012-01-01 00:00:00.000;12;470;N;20
2012-01-01 00:00:00.000;12;471;H;1639
2012-01-01 00:00:00.000;12;471;N;90
2012-01-01 00:00:00.000;12;480;H;1156
2012-01-01 00:00:00.000;12;480;N;100
2012-01-01 00:00:00.000;12;481;H;1861
2012-01-01 00:00:00.000;12;481;N;136
2012-01-01 00:00:00.000;12;482;H;752
2012-01-01 00:00:00.000;12;482;N;47
2012-01-01 00:00:00.000;12;490;H;297
2012-01-01 00:00:00.000;12;490;N;26
2012-01-01 00:00:00.000;12;491;H;695
2012-01-01 00:00:00.000;12;491;N;38
2012-01-01 00:00:00.000;12;492;H;3
2012-01-01 00:00:00.000;12;492;N;1
2012-01-01 00:00:00.000;13;500;H;778
2012-01-01 00:00:00.000;13;500;N;60
2012-01-01 00:00:00.000;13;501;H;1326
2012-01-01 00:00:00.000;13;501;N;30
2012-01-01 00:00:00.000;13;510;H;1215
2012-01-01 00:00:00.000;13;510;N;63
2012-01-01 00:00:00.000;13;511;H;1931
2012-01-01 00:00:00.000;13;511;N;115
2012-01-01 00:00:00.000;13;520;H;530
2012-01-01 00:00:00.000;13;520;N;57
2012-01-01 00:00:00.000;13;521;H;433
2012-01-01 00:00:00.000;13;521;N;26
2012-01-01 00:00:00.000;13;530;H;2049
2012-01-01 00:00:00.000;13;530;N;112
2012-01-01 00:00:00.000;13;531;H;1720
2012-01-01 00:00:00.000;13;531;N;106
2012-01-01 00:00:00.000;13;532;H;12
2012-01-01 00:00:00.000;13;532;N;3
2012-01-01 00:00:00.000;13;533;H;412
2012-01-01 00:00:00.000;13;533;N;18
2012-01-01 00:00:00.000;13;534;H;354
2012-01-01 00:00:00.000;13;534;N;19
2012-01-01 00:00:00.000;14;540;H;484
2012-01-01 00:00:00.000;14;540;N;264
2012-01-01 00:00:00.000;14;550;H;759
2012-01-01 00:00:00.000;14;550;N;72
2012-01-01 00:00:00.000;14;551;H;1138
2012-01-01 00:00:00.000;14;551;N;109
2012-01-01 00:00:00.000;14;552;H;1074
2012-01-01 00:00:00.000;14;552;N;102
2012-01-01 00:00:00.000;14;553;H;1113
2012-01-01 00:00:00.000;14;553;N;63
2012-01-01 00:00:00.000;14;560;H;946
2012-01-01 00:00:00.000;14;560;N;95
2012-01-01 00:00:00.000;14;561;H;1746
2012-01-01 00:00:00.000;14;561;N;99
2012-01-01 00:00:00.000;14;562;H;21
2012-01-01 00:00:00.000;14;562;N;2
2012-01-01 00:00:00.000;14;563;H;890
2012-01-01 00:00:00.000;14;563;N;77
2012-01-01 00:00:00.000;14;564;H;1184
2012-01-01 00:00:00.000;14;564;N;82
2012-01-01 00:00:00.000;14;570;H;1042
2012-01-01 00:00:00.000;14;570;N;89
2012-01-01 00:00:00.000;14;571;H;1975
2012-01-01 00:00:00.000;14;571;N;156
2012-01-01 00:00:00.000;14;572;H;1228
2012-01-01 00:00:00.000;14;572;N;107
2012-01-01 00:00:00.000;14;573;H;639
2012-01-01 00:00:00.000;14;573;N;38
2012-01-01 00:00:00.000;14;580;H;1440
2012-01-01 00:00:00.000;14;580;N;140
2012-01-01 00:00:00.000;14;581;H;1052
2012-01-01 00:00:00.000;14;581;N;69
2012-01-01 00:00:00.000;14;590;H;1368
2012-01-01 00:00:00.000;14;590;N;103
2012-01-01 00:00:00.000;14;591;H;719
2012-01-01 00:00:00.000;14;591;N;97
2012-01-01 00:00:00.000;15;600;H;888
2012-01-01 00:00:00.000;15;600;N;68
2012-01-01 00:00:00.000;15;601;H;1351
2012-01-01 00:00:00.000;15;601;N;73
2012-01-01 00:00:00.000;15;602;H;957
2012-01-01 00:00:00.000;15;602;N;47
2012-01-01 00:00:00.000;15;603;H;741
2012-01-01 00:00:00.000;15;603;N;44
2012-01-01 00:00:00.000;15;604;H;559
2012-01-01 00:00:00.000;15;604;N;43
2012-01-01 00:00:00.000;15;610;H;2364
2012-01-01 00:00:00.000;15;610;N;111
2012-01-01 00:00:00.000;15;611;H;3126
2012-01-01 00:00:00.000;15;611;N;159
2012-01-01 00:00:00.000;15;612;H;522
2012-01-01 00:00:00.000;15;612;N;53
2012-01-01 00:00:00.000;15;613;H;2321
2012-01-01 00:00:00.000;15;613;N;136
2012-01-01 00:00:00.000;15;620;H;1573
2012-01-01 00:00:00.000;15;620;N;112
2012-01-01 00:00:00.000;16;630;H;666
2012-01-01 00:00:00.000;16;630;N;59
2012-01-01 00:00:00.000;16;631;H;421
2012-01-01 00:00:00.000;16;631;N;48
2012-01-01 00:00:00.000;16;632;H;1447
2012-01-01 00:00:00.000;16;632;N;124
2012-01-01 00:00:00.000;16;640;H;883
2012-01-01 00:00:00.000;16;640;N;55
2012-01-01 00:00:00.000;16;641;H;1346
2012-01-01 00:00:00.000;16;641;N;67
2012-01-01 00:00:00.000;16;650;H;2858
2012-01-01 00:00:00.000;16;650;N;150
2012-01-01 00:00:00.000;16;651;H;2539
2012-01-01 00:00:00.000;16;651;N;140
2012-01-01 00:00:00.000;16;660;H;924
2012-01-01 00:00:00.000;16;660;N;63
2012-01-01 00:00:00.000;16;661;H;594
2012-01-01 00:00:00.000;16;661;N;140
2012-01-01 00:00:00.000;16;662;H;767
2012-01-01 00:00:00.000;16;662;N;47
2012-01-01 00:00:00.000;16;663;H;438
2012-01-01 00:00:00.000;16;663;N;31
2012-01-01 00:00:00.000;16;664;H;776
2012-01-01 00:00:00.000;16;664;N;36
2012-01-01 00:00:00.000;16;665;H;491
2012-01-01 00:00:00.000;16;665;N;32
2012-01-01 00:00:00.000;17;670;H;774
2012-01-01 00:00:00.000;17;670;N;150
2012-01-01 00:00:00.000;17;671;H;662
2012-01-01 00:00:00.000;17;671;N;199
2012-01-01 00:00:00.000;17;680;H;2391
2012-01-01 00:00:00.000;17;680;N;156
2012-01-01 00:00:00.000;17;690;H;56
2012-01-01 00:00:00.000;17;690;N;6
2012-01-01 00:00:00.000;17;691;H;272
2012-01-01 00:00:00.000;17;691;N;26
2012-01-01 00:00:00.000;17;692;H;1857
2012-01-01 00:00:00.000;17;692;N;131
2012-01-01 00:00:00.000;17;700;H;1049
2012-01-01 00:00:00.000;17;700;N;93
2012-02-01 00:00:00.000;1;0;H;705
2012-02-01 00:00:00.000;1;0;N;81
2012-02-01 00:00:00.000;1;1;H;455
2012-02-01 00:00:00.000;1;1;N;81
2012-02-01 00:00:00.000;1;2;H;267
2012-02-01 00:00:00.000;1;2;N;31
2012-02-01 00:00:00.000;1;3;H;398
2012-02-01 00:00:00.000;1;3;N;53
2012-02-01 00:00:00.000;1;4;H;502
2012-02-01 00:00:00.000;1;4;N;59
2012-02-01 00:00:00.000;1;5;H;980
2012-02-01 00:00:00.000;1;5;N;169
2012-02-01 00:00:00.000;1;6;H;306
2012-02-01 00:00:00.000;1;6;N;74
2012-02-01 00:00:00.000;2;10;H;1032
2012-02-01 00:00:00.000;2;10;N;156
2012-02-01 00:00:00.000;2;11;H;638
2012-02-01 00:00:00.000;2;11;N;98
2012-02-01 00:00:00.000;2;12;H;267
2012-02-01 00:00:00.000;2;12;N;32
2012-02-01 00:00:00.000;2;13;H;736
2012-02-01 00:00:00.000;2;13;N;101
2012-02-01 00:00:00.000;2;14;H;1067
2012-02-01 00:00:00.000;2;14;N;163
2012-02-01 00:00:00.000;2;15;H;922
2012-02-01 00:00:00.000;2;15;N;260
2012-02-01 00:00:00.000;2;16;H;531
2012-02-01 00:00:00.000;2;16;N;148
2012-02-01 00:00:00.000;2;20;H;1045
2012-02-01 00:00:00.000;2;20;N;199
2012-02-01 00:00:00.000;2;21;H;572
2012-02-01 00:00:00.000;2;21;N;82
2012-02-01 00:00:00.000;2;22;H;458
2012-02-01 00:00:00.000;2;22;N;53
2012-02-01 00:00:00.000;2;23;H;497
2012-02-01 00:00:00.000;2;23;N;86
2012-02-01 00:00:00.000;2;24;H;888
2012-02-01 00:00:00.000;2;24;N;134
2012-02-01 00:00:00.000;2;25;H;360
2012-02-01 00:00:00.000;2;25;N;47
2012-02-01 00:00:00.000;2;26;H;1344
2012-02-01 00:00:00.000;2;26;N;148
2012-02-01 00:00:00.000;2;27;H;1089
2012-02-01 00:00:00.000;2;27;N;180
2012-02-01 00:00:00.000;2;30;H;1147
2012-02-01 00:00:00.000;2;30;N;152
2012-02-01 00:00:00.000;2;31;H;565
2012-02-01 00:00:00.000;2;31;N;90
2012-02-01 00:00:00.000;2;40;H;399
2012-02-01 00:00:00.000;2;40;N;58
2012-02-01 00:00:00.000;2;41;H;749
2012-02-01 00:00:00.000;2;41;N;176
2012-02-01 00:00:00.000;2;42;H;763
2012-02-01 00:00:00.000;2;42;N;104
2012-02-01 00:00:00.000;2;43;H;250
2012-02-01 00:00:00.000;2;43;N;26
2012-02-01 00:00:00.000;3;50;H;578
2012-02-01 00:00:00.000;3;50;N;80
2012-02-01 00:00:00.000;3;51;H;930
2012-02-01 00:00:00.000;3;51;N;115
2012-02-01 00:00:00.000;3;52;H;720
2012-02-01 00:00:00.000;3;52;N;155
2012-02-01 00:00:00.000;3;53;H;1190
2012-02-01 00:00:00.000;3;53;N;355
2012-02-01 00:00:00.000;3;54;H;999
2012-02-01 00:00:00.000;3;54;N;149
2012-02-01 00:00:00.000;3;55;H;1131
2012-02-01 00:00:00.000;3;55;N;184
2012-02-01 00:00:00.000;3;56;H;792
2012-02-01 00:00:00.000;3;56;N;96
2012-02-01 00:00:00.000;3;60;H;912
2012-02-01 00:00:00.000;3;60;N;423
2012-02-01 00:00:00.000;3;61;H;783
2012-02-01 00:00:00.000;3;61;N;152
